TU LWE Challenge, n =  40, alpha = 0.0350
[0m[1;31m dim = 188, dvol = 327.74 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
beta_start= 79, gap = 1, J = 8, J_gap = 1, cost_model = 2, max_loop = 5, threads = 15, G_prec = 0.000000e+00,  slope_prec = 1.000000e-04,  progressive_sieve = 1, worst_case, Min G2 Strategy. 

 index:        1, (beta,j): (  79,   8) --> ( 187,   1), goal index:       71, cost =
 index:        2, (beta,j): (  79,   7) --> ( 187,   1), goal index:      153, cost =
 index:        3, (beta,j): (  80,   7) --> ( 187,   1), goal index:      208, cost =
 index:        4, (beta,j): (  81,   7) --> ( 187,   1), goal index:      302, cost =
 index:        5, (beta,j): (  82,   7) --> ( 187,   1), goal index:      389, cost =
 index:      328, (beta,j): ( 106,   7) --> ( 187,   1), goal index:     5225, cost =
 index:      329, (beta,j): ( 108,   7) --> ( 187,   1), goal index:     5225, cost =
 index:      330, (beta,j): ( 108,   7) --> ( 187,   1), goal index:     5225, cost =
 index:      331, (beta,j): ( 107,   7) --> ( 187,   1), goal index:     5225, cost =
 index:      332, (beta,j): ( 107,   7) --> ( 187,   1), goal index:     5225, cost =
 index:      333, (beta,j): ( 108,   7) --> ( 187,   1), goal index:     5225, cost =
 index:      334, (beta,j): ( 107,   7) --> ( 187,   1), goal index:     5266, cost =
 index:      335, (beta,j): ( 107,   7) --> ( 187,   1), goal index:     5266, cost =
 index:      336, (beta,j): ( 108,   7) --> ( 187,   1), goal index:     5266, cost =
 index:      337, (beta,j): ( 107,   7) --> ( 187,   1), goal index:     5308, cost =
 index:      338, (beta,j): ( 104,   7) --> ( 187,   1), goal index:     5308, cost =
 index:      339, (beta,j): ( 109,   7) --> ( 187,   1), goal index:     5308, cost =
 index:      340, (beta,j): ( 108,   7) --> ( 187,   1), goal index:     5317, cost =
 index:      341, (beta,j): ( 104,   7) --> ( 187,   1), goal index:     5317, cost =
 index:      342, (beta,j): ( 104,   7) --> ( 187,   1), goal index:     5317, cost =
 index:      343, (beta,j): ( 109,   7) --> ( 187,   1), goal index:     5317, cost =
 index:      344, (beta,j): ( 108,   7) --> ( 187,   1), goal index:     5352, cost =
 index:      345, (beta,j): ( 104,   7) --> ( 187,   1), goal index:     5352, cost =
 index:      346, (beta,j): ( 109,   7) --> ( 187,   1), goal index:     5352, cost =
 index:      347, (beta,j): ( 109,   7) --> ( 187,   1), goal index:     5395, cost =
 index:      348, (beta,j): ( 104,   7) --> ( 187,   1), goal index:     5444, cost =
 index:      349, (beta,j): ( 109,   7) --> ( 187,   1), goal index:     5444, cost =
 index:      350, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     5482, cost =
 index:      351, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     5426, cost =
 index:      352, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     5470, cost =
 index:      353, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     5512, cost =
 index:      354, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     5567, cost =
 index:      355, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     5612, cost =
 index:      356, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     5669, cost =
 index:      357, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     5703, cost =
 index:      358, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     5744, cost =
 index:      359, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     5759, cost =
 index:      360, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     5803, cost =
 index:      361, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     5833, cost =
 index:      362, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     5872, cost =
 index:      363, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     5927, cost =
 index:      364, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     5915, cost =
 index:      365, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     5915, cost =
 index:      366, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     5951, cost =
 index:      367, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     5984, cost =
 index:      368, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     5984, cost =
 index:      369, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     6015, cost =
 index:      370, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6015, cost =
 index:      371, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     6044, cost =
 index:      372, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6044, cost =
 index:      373, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     6021, cost =
 index:      374, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6021, cost =
 index:      375, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     6060, cost =
 index:      376, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6060, cost =
 index:      377, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6060, cost =
 index:      378, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6072, cost =
 index:      379, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6072, cost =
 index:      380, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6113, cost =
 index:      381, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6113, cost =
 index:      382, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     6113, cost =
 index:      383, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6113, cost =
 index:      384, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6113, cost =
 index:      385, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6081, cost =
 index:      386, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6081, cost =
 index:      387, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     6112, cost =
 index:      388, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6112, cost =
 index:      389, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     6145, cost =
 index:      390, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     6145, cost =
 index:      391, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     6145, cost =
 index:      392, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6145, cost =
 index:      393, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     6145, cost =
 index:      394, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     6145, cost =
 index:      395, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     6145, cost =
 index:      396, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     6145, cost =
 index:      397, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     6145, cost =
 index:      398, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     6145, cost =
 index:      399, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6145, cost =
 index:      400, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     6167, cost =
 index:      401, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     6167, cost =
 index:      402, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6167, cost =
 index:      403, (beta,j): ( 111,   7) --> ( 187,   1), goal index:     6209, cost =
 index:      404, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6209, cost =
 index:      405, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6260, cost =
 index:      406, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6316, cost =
 index:      407, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6354, cost =
 index:      408, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6320, cost =
 index:      409, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6320, cost =
 index:      410, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6320, cost =
 index:      411, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6320, cost =
 index:      412, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6320, cost =
 index:      413, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6320, cost =
 index:      414, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6320, cost =
 index:      415, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6320, cost =
 index:      416, (beta,j): ( 112,   7) --> ( 187,   1), goal index:     6320, cost =
 index:      417, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6362, cost =
 index:      418, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6282, cost =
 index:      419, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6338, cost =
 index:      420, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6373, cost =
 index:      421, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6404, cost =
 index:      422, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6455, cost =
 index:      423, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6507, cost =
 index:      424, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6548, cost =
 index:      425, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6603, cost =
 index:      426, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6649, cost =
 index:      427, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6684, cost =
 index:      428, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6737, cost =
 index:      429, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6774, cost =
 index:      430, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6809, cost =
 index:      431, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6831, cost =
 index:      432, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6858, cost =
 index:      433, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6860, cost =
 index:      434, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6865, cost =
 index:      435, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6880, cost =
 index:      436, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6911, cost =
 index:      437, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6952, cost =
 index:      438, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     6995, cost =
 index:      439, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7041, cost =
 index:      440, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7088, cost =
 index:      441, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7133, cost =
 index:      442, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7180, cost =
 index:      443, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7232, cost =
 index:      444, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7276, cost =
 index:      445, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7328, cost =
 index:      446, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7386, cost =
 index:      447, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7432, cost =
 index:      448, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7467, cost =
 index:      449, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7516, cost =
 index:      450, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7535, cost =
 index:      451, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7572, cost =
 index:      452, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7620, cost =
 index:      453, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7655, cost =
 index:      454, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7645, cost =
 index:      455, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7675, cost =
 index:      456, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7390, cost =
 index:      457, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7392, cost =
 index:      458, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7291, cost =
 index:      459, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7323, cost =
 index:      460, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7377, cost =
 index:      461, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7413, cost =
 index:      462, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7404, cost =
 index:      463, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7441, cost =
 index:      464, (beta,j): ( 116,   7) --> ( 187,   1), goal index:     7441, cost =
 index:      465, (beta,j): ( 116,   7) --> ( 187,   1), goal index:     7268, cost =
 index:      466, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7303, cost =
 index:      467, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7303, cost =
 index:      468, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7303, cost =
 index:      469, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7303, cost =
 index:      470, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7303, cost =
 index:      471, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7303, cost =
 index:      472, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7303, cost =
 index:      473, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7303, cost =
 index:      474, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7303, cost =
 index:      475, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7303, cost =
 index:      476, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7303, cost =
 index:      477, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7303, cost =
 index:      478, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7303, cost =
 index:      479, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7303, cost =
 index:      480, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7303, cost =
 index:      481, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7303, cost =
 index:      482, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7303, cost =
 index:      483, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7289, cost =
 index:      484, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7289, cost =
 index:      485, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7332, cost =
 index:      486, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7332, cost =
 index:      487, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7366, cost =
 index:      488, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7366, cost =
 index:      489, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7366, cost =
 index:      490, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7402, cost =
 index:      491, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7402, cost =
 index:      492, (beta,j): ( 113,   7) --> ( 187,   1), goal index:     7402, cost =
 index:      493, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7402, cost =
 index:      494, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7392, cost =
 index:      495, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7435, cost =
 index:      496, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7479, cost =
 index:      497, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7512, cost =
 index:      498, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7556, cost =
 index:      499, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7607, cost =
 index:      500, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7663, cost =
 index:      501, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7709, cost =
 index:      502, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7742, cost =
 index:      503, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7785, cost =
 index:      504, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7798, cost =
 index:      505, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7829, cost =
 index:      506, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7888, cost =
 index:      507, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7944, cost =
 index:      508, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7927, cost =
 index:      509, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7957, cost =
 index:      510, (beta,j): ( 116,   7) --> ( 187,   1), goal index:     7973, cost =
 index:      511, (beta,j): ( 116,   7) --> ( 187,   1), goal index:     7757, cost =
 index:      512, (beta,j): ( 116,   7) --> ( 187,   1), goal index:     7794, cost =
 index:      513, (beta,j): ( 116,   7) --> ( 187,   1), goal index:     7804, cost =
 index:      514, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7840, cost =
 index:      515, (beta,j): ( 116,   7) --> ( 187,   1), goal index:     7840, cost =
 index:      516, (beta,j): ( 116,   7) --> ( 187,   1), goal index:     7810, cost =
 index:      517, (beta,j): ( 116,   7) --> ( 187,   1), goal index:     7854, cost =
 index:      518, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7891, cost =
 index:      519, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7891, cost =
 index:      520, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7891, cost =
 index:      521, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7891, cost =
 index:      522, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7891, cost =
 index:      523, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7891, cost =
 index:      524, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7891, cost =
 index:      525, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7891, cost =
 index:      526, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7891, cost =
 index:      527, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7891, cost =
 index:      528, (beta,j): ( 115,   7) --> ( 187,   1), goal index:     7891, cost =
