TU LWE Challenge, n =  40, alpha = 0.0250
[0m[1;31m dim = 172, dvol = 331.97 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
beta_start= 79, gap = 1, J = 8, J_gap = 1, cost_model = 2, max_loop = 5, threads = 15, G_prec = 0.000000e+00,  slope_prec = 1.000000e-04,  progressive_sieve = 1, worst_case, Min G2 Strategy. 

 index:        1, (beta,j): (  79,   8) --> ( 171,   1), goal index:        1, cost =
 index:        2, (beta,j): (  79,   7) --> ( 171,   1), goal index:      108, cost =
 index:        3, (beta,j): (  80,   7) --> ( 171,   1), goal index:      133, cost =
 index:        4, (beta,j): (  81,   7) --> ( 171,   1), goal index:      183, cost =
 index:        5, (beta,j): (  82,   7) --> ( 171,   1), goal index:      238, cost =
 index:      328, (beta,j): ( 111,   7) --> ( 171,   1), goal index:     1215, cost =
 index:      329, (beta,j): ( 111,   7) --> ( 171,   1), goal index:     1215, cost =
 index:      330, (beta,j): ( 111,   7) --> ( 171,   1), goal index:     1226, cost =
 index:      331, (beta,j): ( 111,   7) --> ( 171,   1), goal index:     1236, cost =
 index:      332, (beta,j): ( 111,   7) --> ( 171,   1), goal index:     1247, cost =
 index:      333, (beta,j): ( 111,   7) --> ( 171,   1), goal index:     1258, cost =
 index:      334, (beta,j): ( 111,   7) --> ( 171,   1), goal index:     1270, cost =
 index:      335, (beta,j): ( 112,   7) --> ( 171,   1), goal index:     1278, cost =
 index:      336, (beta,j): ( 112,   7) --> ( 171,   1), goal index:     1271, cost =
 index:      337, (beta,j): ( 112,   7) --> ( 171,   1), goal index:     1280, cost =
 index:      338, (beta,j): ( 112,   7) --> ( 171,   1), goal index:     1288, cost =
 index:      339, (beta,j): ( 112,   7) --> ( 171,   1), goal index:     1295, cost =
 index:      340, (beta,j): ( 112,   7) --> ( 171,   1), goal index:     1304, cost =
 index:      341, (beta,j): ( 112,   7) --> ( 171,   1), goal index:     1314, cost =
 index:      342, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1321, cost =
 index:      343, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1318, cost =
 index:      344, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1326, cost =
 index:      345, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1334, cost =
 index:      346, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1340, cost =
 index:      347, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1348, cost =
 index:      348, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1357, cost =
 index:      349, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1362, cost =
 index:      350, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1370, cost =
 index:      351, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1383, cost =
 index:      352, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1392, cost =
 index:      353, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1396, cost =
 index:      354, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1406, cost =
 index:      355, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1413, cost =
 index:      356, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1424, cost =
 index:      357, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1432, cost =
 index:      358, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1442, cost =
 index:      359, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1452, cost =
 index:      360, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1457, cost =
 index:      361, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1467, cost =
 index:      362, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1480, cost =
 index:      363, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1492, cost =
 index:      364, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1498, cost =
 index:      365, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1510, cost =
 index:      366, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1519, cost =
 index:      367, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1529, cost =
 index:      368, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1535, cost =
 index:      369, (beta,j): ( 113,   7) --> ( 171,   1), goal index:     1546, cost =
 index:      370, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1557, cost =
 index:      371, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1557, cost =
 index:      372, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1565, cost =
 index:      373, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1576, cost =
 index:      374, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1587, cost =
 index:      375, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1599, cost =
 index:      376, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1604, cost =
 index:      377, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1612, cost =
 index:      378, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1619, cost =
 index:      379, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1625, cost =
 index:      380, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1632, cost =
 index:      381, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1640, cost =
 index:      382, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1649, cost =
 index:      383, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1656, cost =
 index:      384, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1662, cost =
 index:      385, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1664, cost =
 index:      386, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1672, cost =
 index:      387, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1670, cost =
 index:      388, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1670, cost =
 index:      389, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1670, cost =
 index:      390, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1679, cost =
 index:      391, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1679, cost =
 index:      392, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1679, cost =
 index:      393, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1679, cost =
 index:      394, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1683, cost =
 index:      395, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1683, cost =
 index:      396, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1683, cost =
 index:      397, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1691, cost =
 index:      398, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1691, cost =
 index:      399, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1700, cost =
 index:      400, (beta,j): ( 115,   7) --> ( 171,   1), goal index:     1709, cost =
 index:      401, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1709, cost =
 index:      402, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1718, cost =
 index:      403, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1727, cost =
 index:      404, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1734, cost =
 index:      405, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1742, cost =
 index:      406, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1751, cost =
 index:      407, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1760, cost =
 index:      408, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1766, cost =
 index:      409, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1774, cost =
 index:      410, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1782, cost =
 index:      411, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1787, cost =
 index:      412, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1796, cost =
 index:      413, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1805, cost =
 index:      414, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1812, cost =
 index:      415, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1821, cost =
 index:      416, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1830, cost =
 index:      417, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1836, cost =
 index:      418, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1843, cost =
 index:      419, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1849, cost =
 index:      420, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1856, cost =
 index:      421, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1864, cost =
 index:      422, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1872, cost =
 index:      423, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1874, cost =
 index:      424, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1883, cost =
 index:      425, (beta,j): ( 116,   7) --> ( 171,   1), goal index:     1889, cost =
 index:      426, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1896, cost =
 index:      427, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1861, cost =
 index:      428, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1867, cost =
 index:      429, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1874, cost =
 index:      430, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1876, cost =
 index:      431, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1868, cost =
 index:      432, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1871, cost =
 index:      433, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1877, cost =
 index:      434, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1881, cost =
 index:      435, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1884, cost =
 index:      436, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1890, cost =
 index:      437, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1893, cost =
 index:      438, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1897, cost =
 index:      439, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1897, cost =
 index:      440, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1903, cost =
 index:      441, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1905, cost =
 index:      442, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1903, cost =
 index:      443, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1905, cost =
 index:      444, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1906, cost =
 index:      445, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1912, cost =
 index:      446, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1916, cost =
 index:      447, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1921, cost =
 index:      448, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1924, cost =
 index:      449, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1927, cost =
 index:      450, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1932, cost =
 index:      451, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1934, cost =
 index:      452, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1940, cost =
 index:      453, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1943, cost =
 index:      454, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     1949, cost =
 index:      455, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     1950, cost =
 index:      456, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     1954, cost =
 index:      457, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1956, cost =
 index:      458, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     1954, cost =
 index:      459, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     1956, cost =
 index:      460, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     1958, cost =
 index:      461, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     1962, cost =
 index:      462, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     1966, cost =
 index:      463, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     1971, cost =
 index:      464, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     1975, cost =
 index:      465, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     1978, cost =
 index:      466, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1980, cost =
 index:      467, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1976, cost =
 index:      468, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1981, cost =
 index:      469, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1985, cost =
 index:      470, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1990, cost =
 index:      471, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1995, cost =
 index:      472, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1988, cost =
 index:      473, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1993, cost =
 index:      474, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     1997, cost =
 index:      475, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     2001, cost =
 index:      476, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     2004, cost =
 index:      477, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     2007, cost =
 index:      478, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     2011, cost =
 index:      479, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     2014, cost =
 index:      480, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     2016, cost =
 index:      481, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     2020, cost =
 index:      482, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     2025, cost =
 index:      483, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     2029, cost =
 index:      484, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     2032, cost =
 index:      485, (beta,j): ( 113,   3) --> ( 171,   1), goal index:     2034, cost =
 index:      486, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2037, cost =
 index:      487, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2036, cost =
 index:      488, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2042, cost =
 index:      489, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2048, cost =
 index:      490, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2054, cost =
 index:      491, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2058, cost =
 index:      492, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2063, cost =
 index:      493, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2067, cost =
 index:      494, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2071, cost =
 index:      495, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2075, cost =
 index:      496, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2079, cost =
 index:      497, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2083, cost =
 index:      498, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2088, cost =
 index:      499, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2092, cost =
 index:      500, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2093, cost =
 index:      501, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2092, cost =
 index:      502, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2096, cost =
 index:      503, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2100, cost =
 index:      504, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2105, cost =
 index:      505, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2108, cost =
 index:      506, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2113, cost =
 index:      507, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2104, cost =
 index:      508, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2109, cost =
 index:      509, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2113, cost =
 index:      510, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2118, cost =
 index:      511, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2123, cost =
 index:      512, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2127, cost =
 index:      513, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2132, cost =
 index:      514, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2136, cost =
 index:      515, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2140, cost =
 index:      516, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2140, cost =
 index:      517, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2145, cost =
 index:      518, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2149, cost =
 index:      519, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2153, cost =
 index:      520, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2156, cost =
 index:      521, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2160, cost =
 index:      522, (beta,j): ( 115,   3) --> ( 171,   1), goal index:     2163, cost =
 index:      523, (beta,j): ( 116,   3) --> ( 171,   1), goal index:     2168, cost =
 index:      524, (beta,j): ( 116,   3) --> ( 171,   1), goal index:     2170, cost =
 index:      525, (beta,j): ( 116,   3) --> ( 171,   1), goal index:     2175, cost =
 index:      526, (beta,j): ( 116,   3) --> ( 171,   1), goal index:     2178, cost =
 index:      527, (beta,j): ( 116,   3) --> ( 171,   1), goal index:     2182, cost =
 index:      528, (beta,j): ( 116,   3) --> ( 171,   1), goal index:     2186, cost =
