TU LWE Challenge, n =  40, alpha = 0.0450
[0m[1;31m dim = 195, dvol = 302.20 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
gap = 1, J = 15, J_gap = 1, cost_model = 2, max_loop = 30, threads = 50, prec = 1.000000e+03, strategy_add_method = 2

 index:    1, (beta,j): (  51,  15) --> ( 194,   1), goal index:    1, cost =
 index:    2, (beta,j): ( 175,  10) --> ( 194,   1), goal index: 1152, cost =
 index:    3, (beta,j): ( 176,  12) --> ( 194,   1), goal index: 1259, cost =
 index:    4, (beta,j): ( 179,   5) --> ( 194,   1), goal index: 1495, cost =
 index:    5, (beta,j): ( 175,  14) --> ( 194,   1), goal index: 1945, cost =
 index:  322, (beta,j): ( 168,   4) --> ( 194,   1), goal index: 3614, cost =
 index:  323, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3572, cost =
 index:  324, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 3437, cost =
 index:  325, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 3667, cost =
 index:  326, (beta,j): ( 169,  12) --> ( 194,   1), goal index: 3805, cost =
 index:  327, (beta,j): ( 170,   7) --> ( 194,   1), goal index: 3646, cost =
 index:  328, (beta,j): ( 169,  13) --> ( 194,   1), goal index: 3960, cost =
 index:  329, (beta,j): ( 171,  12) --> ( 194,   1), goal index: 3799, cost =
 index:  330, (beta,j): ( 172,  11) --> ( 194,   1), goal index: 3331, cost =
 index:  331, (beta,j): ( 169,  13) --> ( 194,   1), goal index: 3286, cost =
 index:  332, (beta,j): ( 170,  12) --> ( 194,   1), goal index: 3403, cost =
 index:  333, (beta,j): ( 169,  12) --> ( 194,   1), goal index: 3285, cost =
 index:  334, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 3437, cost =
 index:  335, (beta,j): ( 170,  11) --> ( 194,   1), goal index: 3532, cost =
 index:  336, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 3373, cost =
 index:  337, (beta,j): ( 169,  11) --> ( 194,   1), goal index: 3403, cost =
 index:  338, (beta,j): ( 169,   7) --> ( 194,   1), goal index: 3353, cost =
 index:  339, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3649, cost =
 index:  340, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3799, cost =
 index:  341, (beta,j): ( 170,   5) --> ( 194,   1), goal index: 4017, cost =
 index:  342, (beta,j): ( 170,  12) --> ( 194,   1), goal index: 3630, cost =
 index:  343, (beta,j): ( 169,  13) --> ( 194,   1), goal index: 3714, cost =
 index:  344, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3452, cost =
 index:  345, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 3372, cost =
 index:  346, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3276, cost =
 index:  347, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 3322, cost =
 index:  348, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3287, cost =
 index:  349, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3353, cost =
 index:  350, (beta,j): ( 170,  11) --> ( 194,   1), goal index: 3490, cost =
 index:  351, (beta,j): ( 169,  12) --> ( 194,   1), goal index: 3726, cost =
 index:  352, (beta,j): ( 169,  13) --> ( 194,   1), goal index: 3543, cost =
 index:  353, (beta,j): ( 169,  13) --> ( 194,   1), goal index: 3646, cost =
 index:  354, (beta,j): ( 170,   4) --> ( 194,   1), goal index: 3553, cost =
 index:  355, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 3556, cost =
 index:  356, (beta,j): ( 169,   5) --> ( 194,   1), goal index: 3876, cost =
 index:  357, (beta,j): ( 169,   7) --> ( 194,   1), goal index: 4140, cost =
 index:  358, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 4078, cost =
 index:  359, (beta,j): ( 169,   5) --> ( 194,   1), goal index: 4076, cost =
 index:  360, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 4337, cost =
 index:  361, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3792, cost =
 index:  362, (beta,j): ( 169,   7) --> ( 194,   1), goal index: 3617, cost =
 index:  363, (beta,j): ( 169,   7) --> ( 194,   1), goal index: 3858, cost =
 index:  364, (beta,j): ( 169,  13) --> ( 194,   1), goal index: 4077, cost =
 index:  365, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3537, cost =
 index:  366, (beta,j): ( 169,  13) --> ( 194,   1), goal index: 3449, cost =
 index:  367, (beta,j): ( 169,  12) --> ( 194,   1), goal index: 3764, cost =
 index:  368, (beta,j): ( 169,  12) --> ( 194,   1), goal index: 3810, cost =
 index:  369, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 4010, cost =
 index:  370, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 4054, cost =
 index:  371, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 4236, cost =
 index:  372, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 4208, cost =
 index:  373, (beta,j): ( 169,  13) --> ( 194,   1), goal index: 3909, cost =
 index:  374, (beta,j): ( 169,   7) --> ( 194,   1), goal index: 3667, cost =
 index:  375, (beta,j): ( 171,   5) --> ( 194,   1), goal index: 3931, cost =
 index:  376, (beta,j): ( 172,  10) --> ( 194,   1), goal index: 3874, cost =
 index:  377, (beta,j): ( 170,  12) --> ( 194,   1), goal index: 3575, cost =
 index:  378, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3659, cost =
 index:  379, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 3483, cost =
 index:  380, (beta,j): ( 170,  11) --> ( 194,   1), goal index: 3587, cost =
 index:  381, (beta,j): ( 169,   5) --> ( 194,   1), goal index: 3524, cost =
 index:  382, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 3781, cost =
 index:  383, (beta,j): ( 169,   7) --> ( 194,   1), goal index: 3575, cost =
 index:  384, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3745, cost =
 index:  385, (beta,j): ( 169,   4) --> ( 194,   1), goal index: 3615, cost =
 index:  386, (beta,j): ( 170,   5) --> ( 194,   1), goal index: 3450, cost =
 index:  387, (beta,j): ( 170,  12) --> ( 194,   1), goal index: 3280, cost =
 index:  388, (beta,j): ( 169,  13) --> ( 194,   1), goal index: 3391, cost =
 index:  389, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3242, cost =
 index:  390, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3359, cost =
 index:  391, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 3567, cost =
 index:  392, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3373, cost =
 index:  393, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 3431, cost =
 index:  394, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3409, cost =
 index:  395, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3452, cost =
 index:  396, (beta,j): ( 170,  11) --> ( 194,   1), goal index: 3548, cost =
 index:  397, (beta,j): ( 169,  12) --> ( 194,   1), goal index: 3745, cost =
 index:  398, (beta,j): ( 169,  13) --> ( 194,   1), goal index: 3523, cost =
 index:  399, (beta,j): ( 169,  13) --> ( 194,   1), goal index: 3537, cost =
 index:  400, (beta,j): ( 172,  10) --> ( 194,   1), goal index: 3568, cost =
 index:  401, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3497, cost =
 index:  402, (beta,j): ( 169,   5) --> ( 194,   1), goal index: 3597, cost =
 index:  403, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3913, cost =
 index:  404, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 3514, cost =
 index:  405, (beta,j): ( 169,   5) --> ( 194,   1), goal index: 3689, cost =
 index:  406, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 4050, cost =
 index:  407, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 3390, cost =
 index:  408, (beta,j): ( 169,   7) --> ( 194,   1), goal index: 3661, cost =
 index:  409, (beta,j): ( 169,   7) --> ( 194,   1), goal index: 3797, cost =
 index:  410, (beta,j): ( 169,  13) --> ( 194,   1), goal index: 3891, cost =
 index:  411, (beta,j): ( 172,  12) --> ( 194,   1), goal index: 3354, cost =
 index:  412, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3099, cost =
 index:  413, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3248, cost =
 index:  414, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3124, cost =
 index:  415, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3389, cost =
 index:  416, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 3420, cost =
 index:  417, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 3605, cost =
 index:  418, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 3889, cost =
 index:  419, (beta,j): ( 169,  13) --> ( 194,   1), goal index: 4027, cost =
 index:  420, (beta,j): ( 169,   7) --> ( 194,   1), goal index: 3530, cost =
 index:  421, (beta,j): ( 169,   7) --> ( 194,   1), goal index: 3809, cost =
 index:  422, (beta,j): ( 172,  10) --> ( 194,   1), goal index: 4044, cost =
 index:  423, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 3680, cost =
 index:  424, (beta,j): ( 170,  12) --> ( 194,   1), goal index: 3695, cost =
 index:  425, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 3767, cost =
 index:  426, (beta,j): ( 170,  11) --> ( 194,   1), goal index: 3971, cost =
 index:  427, (beta,j): ( 169,   5) --> ( 194,   1), goal index: 3919, cost =
 index:  428, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 4236, cost =
 index:  429, (beta,j): ( 169,   7) --> ( 194,   1), goal index: 3927, cost =
 index:  430, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3828, cost =
 index:  431, (beta,j): ( 169,   4) --> ( 194,   1), goal index: 3656, cost =
 index:  432, (beta,j): ( 171,  12) --> ( 194,   1), goal index: 3599, cost =
 index:  433, (beta,j): ( 170,  12) --> ( 194,   1), goal index: 3379, cost =
 index:  434, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3605, cost =
 index:  435, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3562, cost =
 index:  436, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3793, cost =
 index:  437, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 3837, cost =
 index:  438, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3739, cost =
 index:  439, (beta,j): ( 171,   6) --> ( 194,   1), goal index: 3719, cost =
 index:  440, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 4011, cost =
 index:  441, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3844, cost =
 index:  442, (beta,j): ( 170,  11) --> ( 194,   1), goal index: 3821, cost =
 index:  443, (beta,j): ( 169,  12) --> ( 194,   1), goal index: 4036, cost =
 index:  444, (beta,j): ( 169,  13) --> ( 194,   1), goal index: 3845, cost =
 index:  445, (beta,j): ( 169,  13) --> ( 194,   1), goal index: 3904, cost =
 index:  446, (beta,j): ( 172,  10) --> ( 194,   1), goal index: 3856, cost =
 index:  447, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3558, cost =
 index:  448, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 3507, cost =
 index:  449, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3445, cost =
 index:  450, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 3725, cost =
 index:  451, (beta,j): ( 169,   5) --> ( 194,   1), goal index: 3831, cost =
 index:  452, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 4091, cost =
 index:  453, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 3892, cost =
 index:  454, (beta,j): ( 169,   7) --> ( 194,   1), goal index: 4112, cost =
 index:  455, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3815, cost =
 index:  456, (beta,j): ( 169,  13) --> ( 194,   1), goal index: 3590, cost =
 index:  457, (beta,j): ( 170,   5) --> ( 194,   1), goal index: 3533, cost =
 index:  458, (beta,j): ( 172,  13) --> ( 194,   1), goal index: 3151, cost =
 index:  459, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 2890, cost =
 index:  460, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 2986, cost =
 index:  461, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3119, cost =
 index:  462, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3331, cost =
 index:  463, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 3446, cost =
 index:  464, (beta,j): ( 170,   5) --> ( 194,   1), goal index: 3572, cost =
 index:  465, (beta,j): ( 169,   5) --> ( 194,   1), goal index: 3334, cost =
 index:  466, (beta,j): ( 169,  12) --> ( 194,   1), goal index: 3740, cost =
 index:  467, (beta,j): ( 169,   7) --> ( 194,   1), goal index: 3382, cost =
 index:  468, (beta,j): ( 169,   7) --> ( 194,   1), goal index: 3322, cost =
 index:  469, (beta,j): ( 169,   7) --> ( 194,   1), goal index: 3633, cost =
 index:  470, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 3665, cost =
 index:  471, (beta,j): ( 170,  12) --> ( 194,   1), goal index: 3324, cost =
 index:  472, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3379, cost =
 index:  473, (beta,j): ( 172,  10) --> ( 194,   1), goal index: 3328, cost =
 index:  474, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3292, cost =
 index:  475, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 3420, cost =
 index:  476, (beta,j): ( 171,   8) --> ( 194,   1), goal index: 3319, cost =
 index:  477, (beta,j): ( 172,  12) --> ( 194,   1), goal index: 3485, cost =
 index:  478, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3438, cost =
 index:  479, (beta,j): ( 172,  13) --> ( 194,   1), goal index: 3397, cost =
 index:  480, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 2950, cost =
 index:  481, (beta,j): ( 170,   6) --> ( 194,   1), goal index: 3165, cost =
 index:  482, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3194, cost =
 index:  483, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3327, cost =
 index:  484, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3595, cost =
 index:  485, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3458, cost =
 index:  486, (beta,j): ( 169,  12) --> ( 194,   1), goal index: 3846, cost =
 index:  487, (beta,j): ( 172,  10) --> ( 194,   1), goal index: 3666, cost =
 index:  488, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 3553, cost =
 index:  489, (beta,j): ( 170,   4) --> ( 194,   1), goal index: 3434, cost =
 index:  490, (beta,j): ( 171,   6) --> ( 194,   1), goal index: 3705, cost =
 index:  491, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3800, cost =
 index:  492, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3697, cost =
 index:  493, (beta,j): ( 169,   4) --> ( 194,   1), goal index: 3935, cost =
 index:  494, (beta,j): ( 171,  12) --> ( 194,   1), goal index: 3603, cost =
 index:  495, (beta,j): ( 169,  12) --> ( 194,   1), goal index: 3557, cost =
 index:  496, (beta,j): ( 172,  14) --> ( 194,   1), goal index: 3566, cost =
 index:  497, (beta,j): ( 172,  13) --> ( 194,   1), goal index: 3143, cost =
 index:  498, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3185, cost =
 index:  499, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3323, cost =
 index:  500, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 3661, cost =
 index:  501, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3459, cost =
 index:  502, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 3572, cost =
 index:  503, (beta,j): ( 169,   5) --> ( 194,   1), goal index: 3796, cost =
 index:  504, (beta,j): ( 169,   5) --> ( 194,   1), goal index: 4146, cost =
 index:  505, (beta,j): ( 171,  10) --> ( 194,   1), goal index: 4304, cost =
 index:  506, (beta,j): ( 169,   7) --> ( 194,   1), goal index: 3931, cost =
 index:  507, (beta,j): ( 172,  10) --> ( 194,   1), goal index: 4130, cost =
 index:  508, (beta,j): ( 169,   7) --> ( 194,   1), goal index: 3931, cost =
 index:  509, (beta,j): ( 170,  12) --> ( 194,   1), goal index: 4080, cost =
 index:  510, (beta,j): ( 170,  12) --> ( 194,   1), goal index: 3877, cost =
 index:  511, (beta,j): ( 170,  11) --> ( 194,   1), goal index: 3992, cost =
 index:  512, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 4059, cost =
 index:  513, (beta,j): ( 170,  12) --> ( 194,   1), goal index: 3712, cost =
 index:  514, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 3988, cost =
 index:  515, (beta,j): ( 172,  10) --> ( 194,   1), goal index: 3899, cost =
 index:  516, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 4058, cost =
 index:  517, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3916, cost =
 index:  518, (beta,j): ( 170,  12) --> ( 194,   1), goal index: 3873, cost =
 index:  519, (beta,j): ( 172,  10) --> ( 194,   1), goal index: 3924, cost =
 index:  520, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 3763, cost =
 index:  521, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3688, cost =
 index:  522, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3728, cost =
 index:  523, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3847, cost =
 index:  524, (beta,j): ( 169,   4) --> ( 194,   1), goal index: 3863, cost =
 index:  525, (beta,j): ( 170,   7) --> ( 194,   1), goal index: 3769, cost =
 index:  526, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 3439, cost =
 index:  527, (beta,j): ( 169,  12) --> ( 194,   1), goal index: 3407, cost =
 index:  528, (beta,j): ( 172,  10) --> ( 194,   1), goal index: 3360, cost =
 index:  529, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3273, cost =
 index:  530, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 3280, cost =
 index:  531, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 3283, cost =
 index:  532, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3494, cost =
 index:  533, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3567, cost =
 index:  534, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 3588, cost =
 index:  535, (beta,j): ( 171,  11) --> ( 194,   1), goal index: 3773, cost =
 index:  536, (beta,j): ( 171,  11) --> ( 194,   1), goal index: 3948, cost =
 index:  537, (beta,j): ( 169,  12) --> ( 194,   1), goal index: 3865, cost =
 index:  538, (beta,j): ( 172,  13) --> ( 194,   1), goal index: 3515, cost =
 index:  539, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3109, cost =
 index:  540, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3143, cost =
 index:  541, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 3258, cost =
 index:  542, (beta,j): ( 172,   8) --> ( 194,   1), goal index: 3232, cost =
 index:  543, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 3626, cost =
 index:  544, (beta,j): ( 169,   5) --> ( 194,   1), goal index: 3751, cost =
 index:  545, (beta,j): ( 169,   5) --> ( 194,   1), goal index: 4095, cost =
 index:  546, (beta,j): ( 171,   6) --> ( 194,   1), goal index: 4154, cost =
 index:  547, (beta,j): ( 169,   7) --> ( 194,   1), goal index: 4028, cost =
 index:  548, (beta,j): ( 171,  12) --> ( 194,   1), goal index: 3925, cost =
 index:  549, (beta,j): ( 172,  11) --> ( 194,   1), goal index: 3649, cost =
 index:  550, (beta,j): ( 169,   7) --> ( 194,   1), goal index: 3537, cost =
 index:  551, (beta,j): ( 170,  12) --> ( 194,   1), goal index: 3722, cost =
 index:  552, (beta,j): ( 170,  12) --> ( 194,   1), goal index: 3743, cost =
 index:  553, (beta,j): ( 170,  11) --> ( 194,   1), goal index: 3891, cost =
 index:  554, (beta,j): ( 170,  12) --> ( 194,   1), goal index: 3970, cost =
 index:  555, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 4223, cost =
 index:  556, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 3909, cost =
 index:  557, (beta,j): ( 171,  12) --> ( 194,   1), goal index: 4017, cost =
 index:  558, (beta,j): ( 171,  10) --> ( 194,   1), goal index: 3882, cost =
 index:  559, (beta,j): ( 171,   6) --> ( 194,   1), goal index: 3886, cost =
 index:  560, (beta,j): ( 170,  11) --> ( 194,   1), goal index: 4058, cost =
 index:  561, (beta,j): ( 171,  11) --> ( 194,   1), goal index: 4220, cost =
 index:  562, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 4288, cost =
 index:  563, (beta,j): ( 170,  11) --> ( 194,   1), goal index: 4216, cost =
 index:  564, (beta,j): ( 170,   7) --> ( 194,   1), goal index: 4506, cost =
 index:  565, (beta,j): ( 170,  12) --> ( 194,   1), goal index: 4629, cost =
 index:  566, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 4356, cost =
 index:  567, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 4149, cost =
 index:  568, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 4101, cost =
 index:  569, (beta,j): ( 170,  11) --> ( 194,   1), goal index: 4080, cost =
 index:  570, (beta,j): ( 171,  11) --> ( 194,   1), goal index: 4339, cost =
 index:  571, (beta,j): ( 169,  12) --> ( 194,   1), goal index: 4332, cost =
 index:  572, (beta,j): ( 170,   7) --> ( 194,   1), goal index: 4153, cost =
 index:  573, (beta,j): ( 169,  12) --> ( 194,   1), goal index: 4458, cost =
 index:  574, (beta,j): ( 172,  10) --> ( 194,   1), goal index: 4098, cost =
 index:  575, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 3605, cost =
 index:  576, (beta,j): ( 171,   9) --> ( 194,   1), goal index: 3688, cost =
 index:  577, (beta,j): ( 169,   9) --> ( 194,   1), goal index: 3658, cost =
 index:  578, (beta,j): ( 170,   8) --> ( 194,   1), goal index: 3876, cost =
 index:  579, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3705, cost =
 index:  580, (beta,j): ( 169,   8) --> ( 194,   1), goal index: 3814, cost =
 index:  581, (beta,j): ( 169,   7) --> ( 194,   1), goal index: 3813, cost =
